method,setting,transform,select_dim,num_layers,hidden_size,batch_size,lr,weight_decay,propensity_C,k,weight_func,lambda_loss,max_epochs,patience,seed
cwite,COUNT750-875,,,3,32,128,0.001,1e-06,,elbow,exp,0.01,,,
cwite,COUNT750-875,,,3,16,128,0.01,1e-06,,elbow,exp,0.01,,,
cwite,COUNT750-875,,,3,32,512,0.01,1e-06,,elbow,poly,0.05,,,
cwite,COUNT750-875,,,3,32,128,0.001,1e-06,,elbow,linear,0.1,,,
cwite,COUNT750-875,,,3,64,512,0.01,1e-06,,elbow,poly,0.05,,,
cwite,COUNT750-875,,,3,16,512,0.01,1e-05,,elbow,exp,1.0,,,
cwite,COUNT750-875,,,3,64,512,0.001,0.0001,,elbow,exp,0.05,,,
cwite,COUNT750-875,,,3,32,512,0.001,0.0001,,elbow,poly,1.0,,,
cwite,COUNT750-875,,,3,64,1024,0.01,0.0001,,elbow,exp,0.5,,,
cwite,COUNT750-875,,,3,16,128,0.01,1e-06,,elbow,linear,0.01,,,
cwite,COUNT750-875,,,3,16,256,0.01,1e-06,,elbow,exp,0.1,,,
cwite,COUNT750-875,,,3,32,128,0.01,0.0001,,elbow,exp,0.05,,,
cwite,COUNT750-875,,,3,64,256,0.001,1e-06,,elbow,poly,0.01,,,
cwite,COUNT750-875,,,3,32,512,0.01,1e-06,,elbow,poly,1.0,,,
cwite,COUNT750-875,,,3,64,512,0.01,1e-06,,elbow,poly,0.5,,,
cwite,COUNT750-875,,,3,16,1024,0.01,1e-06,,elbow,exp,1.0,,,
cwite,COUNT750-875,,,3,16,128,0.01,1e-05,,elbow,exp,0.05,,,
cwite,COUNT750-875,,,3,64,128,0.01,0.0001,,elbow,poly,0.05,,,
cwite,COUNT750-875,,,3,16,1024,0.001,1e-05,,elbow,exp,0.01,,,
cwite,COUNT750-875,,,3,16,1024,0.01,1e-05,,elbow,exp,0.5,,,
cwite,COUNT750-875,,,3,64,128,0.01,0.0001,,elbow,exp,0.5,,,
cwite,COUNT750-875,,,3,64,1024,0.001,0.0001,,elbow,exp,1.0,,,
cwite,COUNT750-875,,,3,64,1024,0.01,1e-05,,elbow,exp,0.05,,,
cwite,COUNT750-875,,,3,32,1024,0.001,1e-06,,elbow,exp,0.1,,,
cwite,COUNT750-875,,,3,64,256,0.001,1e-05,,elbow,exp,0.1,,,
cwite,COUNT750-875,,,3,32,128,0.001,1e-05,,elbow,exp,0.1,,,
cwite,COUNT750-875,,,3,64,512,0.001,0.0001,,elbow,exp,0.5,,,
cwite,COUNT750-875,,,3,32,128,0.01,1e-05,,elbow,exp,1.0,,,
cwite,COUNT750-875,,,3,64,1024,0.01,0.0001,,elbow,exp,0.5,,,
cwite,COUNT750-875,,,3,32,256,0.001,1e-05,,elbow,exp,0.1,,,
cwite,COUNT750-875,,,3,64,128,0.001,1e-06,,elbow,exp,0.01,,,
cwite,COUNT750-875,,,3,16,256,0.01,1e-05,,elbow,exp,0.1,,,
cwite,COUNT750-875,,,3,16,512,0.01,0.0001,,elbow,exp,0.1,,,
cwite,COUNT750-875,,,3,16,1024,0.01,1e-06,,elbow,exp,0.05,,,
cwite,COUNT750-875,,,3,64,256,0.01,1e-06,,elbow,exp,0.1,,,
cwite,COUNT750-875,,,3,32,256,0.001,0.0001,,elbow,exp,0.05,,,
cwite,COUNT750-875,,,3,16,512,0.01,0.0001,,elbow,poly,0.01,,,
cwite,COUNT750-875,,,3,64,512,0.01,1e-06,,elbow,poly,1.0,,,
cwite,COUNT750-875,,,3,64,256,0.001,1e-06,,elbow,exp,1.0,,,
cwite,COUNT750-875,,,3,32,256,0.01,1e-06,,elbow,poly,1.0,,,
cwite,COUNT750-875,,,3,64,1024,0.01,1e-06,,elbow,exp,0.01,,,
cwite,COUNT750-875,,,3,32,512,0.001,1e-05,,elbow,exp,1.0,,,
cwite,COUNT750-875,,,3,32,128,0.001,1e-05,,elbow,exp,1.0,,,
cwite,COUNT750-875,,,3,32,512,0.01,1e-06,,elbow,exp,0.01,,,
cwite,COUNT750-875,,,3,64,128,0.01,1e-05,,elbow,exp,0.1,,,
cwite,COUNT750-875,,,3,16,1024,0.01,1e-06,,elbow,exp,0.5,,,
cwite,COUNT750-875,,,3,64,128,0.001,1e-06,,elbow,exp,0.1,,,
cwite,COUNT750-875,,,3,32,128,0.01,1e-06,,elbow,poly,0.01,,,
cwite,COUNT750-875,,,3,16,512,0.01,0.0001,,elbow,exp,1.0,,,
cwite,COUNT750-875,,,3,32,256,0.001,0.0001,,elbow,exp,1.0,,,
cwite,COUNT750-875,,,3,32,1024,0.01,1e-05,,elbow,exp,0.01,,,
cwite,COUNT750-875,,,3,64,1024,0.001,1e-05,,elbow,exp,0.1,,,
cwite,COUNT750-875,,,3,16,512,0.01,1e-06,,elbow,poly,1.0,,,
cwite,COUNT750-875,,,3,32,256,0.001,1e-05,,elbow,exp,0.01,,,
cwite,COUNT750-875,,,3,64,512,0.01,0.0001,,elbow,exp,0.01,,,
cwite,COUNT750-875,,,3,16,128,0.01,1e-06,,elbow,poly,0.5,,,
cwite,COUNT750-875,,,3,16,256,0.001,1e-06,,elbow,exp,1.0,,,
cwite,COUNT750-875,,,3,64,256,0.001,0.0001,,elbow,exp,1.0,,,
cwite,COUNT750-875,,,3,64,1024,0.001,1e-05,,elbow,exp,0.5,,,
cwite,COUNT750-875,,,3,64,128,0.01,1e-06,,elbow,poly,1.0,,,
cwite,COUNT750-875,,,3,16,512,0.01,1e-06,,elbow,exp,0.05,,,
cwite,COUNT750-875,,,3,32,256,0.01,0.0001,,elbow,poly,0.05,,,
cwite,COUNT750-875,,,3,32,256,0.001,1e-05,,elbow,exp,0.05,,,
cwite,COUNT750-875,,,3,16,512,0.01,1e-06,,elbow,linear,0.01,,,
cwite,COUNT750-875,,,3,32,256,0.01,1e-05,,elbow,poly,1.0,,,
cwite,COUNT750-875,,,3,64,128,0.01,1e-05,,elbow,exp,0.5,,,
cwite,COUNT750-875,,,3,16,1024,0.01,1e-06,,elbow,exp,0.05,,,
cwite,COUNT750-875,,,3,64,512,0.01,0.0001,,elbow,exp,0.1,,,
cwite,COUNT750-875,,,3,16,1024,0.01,0.0001,,elbow,exp,0.01,,,
cwite,COUNT750-875,,,3,32,256,0.01,1e-05,,elbow,exp,0.5,,,
cwite,COUNT750-875,,,3,64,128,0.01,1e-06,,elbow,exp,0.5,,,
cwite,COUNT750-875,,,3,16,256,0.01,1e-05,,elbow,poly,0.05,,,
cwite,COUNT750-875,,,3,16,512,0.001,1e-05,,elbow,poly,0.01,,,
cwite,COUNT750-875,,,3,32,256,0.01,1e-06,,elbow,poly,0.5,,,
cwite,COUNT750-875,,,3,64,128,0.001,1e-05,,elbow,exp,0.01,,,
cwite,COUNT750-875,,,3,64,512,0.01,0.0001,,elbow,exp,0.5,,,
cwite,COUNT750-875,,,3,64,512,0.01,0.0001,,elbow,exp,0.01,,,
cwite,COUNT750-875,,,3,64,512,0.001,1e-06,,elbow,exp,1.0,,,
cwite,COUNT750-875,,,3,32,128,0.01,1e-06,,elbow,exp,0.05,,,
cwite,COUNT750-875,,,3,64,256,0.001,1e-06,,elbow,poly,0.01,,,
cwite,COUNT750-875,,,3,32,512,0.01,1e-06,,elbow,exp,0.1,,,
cwite,COUNT750-875,,,3,32,1024,0.001,1e-05,,elbow,exp,0.05,,,
cwite,COUNT875-1000,,,3,16,1024,0.01,1e-05,,elbow,exp,0.5,,,
cwite,COUNT875-1000,,,3,64,256,0.001,1e-05,,elbow,exp,0.5,,,
cwite,COUNT875-1000,,,3,32,1024,0.001,1e-05,,elbow,exp,0.5,,,
cwite,COUNT875-1000,,,3,64,256,0.01,1e-06,,elbow,linear,1.0,,,
cwite,COUNT875-1000,,,3,32,1024,0.01,1e-05,,elbow,exp,1.0,,,
cwite,COUNT875-1000,,,3,32,1024,0.01,0.0001,,elbow,exp,0.1,,,
cwite,COUNT875-1000,,,3,64,128,0.001,1e-06,,elbow,exp,0.1,,,
cwite,COUNT875-1000,,,3,64,256,0.001,1e-05,,elbow,exp,0.05,,,
cwite,COUNT875-1000,,,3,16,128,0.001,0.0001,,elbow,exp,1.0,,,
cwite,COUNT875-1000,,,3,64,256,0.001,1e-06,,elbow,exp,1.0,,,
cwite,COUNT875-1000,,,3,16,256,0.001,1e-06,,elbow,exp,0.5,,,
cwite,COUNT875-1000,,,3,64,256,0.001,1e-06,,elbow,exp,0.05,,,
cwite,COUNT875-1000,,,3,32,128,0.001,1e-05,,elbow,exp,0.01,,,
cwite,COUNT875-1000,,,3,64,256,0.01,1e-05,,elbow,exp,1.0,,,
cwite,COUNT875-1000,,,3,16,256,0.01,0.0001,,elbow,exp,0.5,,,
cwite,COUNT875-1000,,,3,16,1024,0.01,1e-06,,elbow,poly,0.1,,,
cwite,COUNT875-1000,,,3,32,128,0.01,0.0001,,elbow,linear,0.1,,,
cwite,COUNT875-1000,,,3,64,256,0.01,1e-06,,elbow,exp,1.0,,,
cwite,COUNT875-1000,,,3,64,1024,0.01,0.0001,,elbow,exp,0.1,,,
cwite,COUNT875-1000,,,3,64,256,0.01,0.0001,,elbow,exp,0.5,,,
cwite,COUNT875-1000,,,3,64,256,0.001,1e-05,,elbow,exp,0.5,,,
cwite,COUNT875-1000,,,3,64,512,0.01,1e-06,,elbow,exp,0.5,,,
cwite,COUNT875-1000,,,3,64,512,0.01,0.0001,,elbow,exp,0.5,,,
cwite,COUNT875-1000,,,3,32,256,0.01,1e-06,,elbow,poly,0.01,,,
cwite,COUNT875-1000,,,3,64,256,0.001,1e-05,,elbow,poly,0.01,,,
cwite,COUNT875-1000,,,3,32,512,0.01,1e-06,,elbow,poly,0.05,,,
cwite,COUNT875-1000,,,3,16,256,0.001,1e-06,,elbow,exp,0.05,,,
cwite,COUNT875-1000,,,3,64,128,0.01,1e-05,,elbow,exp,0.5,,,
cwite,COUNT875-1000,,,3,64,256,0.01,0.0001,,elbow,exp,1.0,,,
cwite,COUNT875-1000,,,3,64,1024,0.01,0.0001,,elbow,linear,0.1,,,
cwite,COUNT875-1000,,,3,64,128,0.001,0.0001,,elbow,exp,0.01,,,
cwite,COUNT875-1000,,,3,64,512,0.001,0.0001,,elbow,exp,0.1,,,
cwite,COUNT875-1000,,,3,64,256,0.001,1e-05,,elbow,exp,0.01,,,
cwite,COUNT875-1000,,,3,16,256,0.001,0.0001,,elbow,exp,0.5,,,
cwite,COUNT875-1000,,,3,64,256,0.01,0.0001,,elbow,poly,0.01,,,
cwite,COUNT875-1000,,,3,64,128,0.01,1e-06,,elbow,poly,0.5,,,
cwite,COUNT875-1000,,,3,64,256,0.01,1e-06,,elbow,exp,1.0,,,
cwite,COUNT875-1000,,,3,16,1024,0.01,0.0001,,elbow,poly,0.5,,,
cwite,COUNT875-1000,,,3,64,1024,0.01,1e-05,,elbow,poly,0.05,,,
cwite,COUNT875-1000,,,3,32,512,0.01,0.0001,,elbow,poly,1.0,,,
cwite,COUNT875-1000,,,3,16,512,0.001,1e-06,,elbow,linear,0.1,,,
cwite,COUNT875-1000,,,3,16,512,0.01,0.0001,,elbow,poly,0.5,,,
cwite,COUNT875-1000,,,3,32,128,0.01,0.0001,,elbow,poly,0.1,,,
cwite,COUNT875-1000,,,3,64,128,0.01,1e-06,,elbow,exp,0.01,,,
cwite,COUNT875-1000,,,3,32,512,0.01,1e-06,,elbow,exp,0.1,,,
cwite,COUNT875-1000,,,3,32,256,0.01,1e-06,,elbow,poly,1.0,,,
cwite,COUNT875-1000,,,3,64,1024,0.001,1e-06,,elbow,exp,1.0,,,
cwite,COUNT875-1000,,,3,64,256,0.001,1e-06,,elbow,poly,0.5,,,
cwite,COUNT875-1000,,,3,64,256,0.001,1e-05,,elbow,poly,1.0,,,
cwite,COUNT875-1000,,,3,16,512,0.001,1e-06,,elbow,exp,0.05,,,
cwite,COUNT875-1000,,,3,64,512,0.001,1e-06,,elbow,exp,0.05,,,
cwite,COUNT875-1000,,,3,64,512,0.001,0.0001,,elbow,exp,0.5,,,
cwite,COUNT875-1000,,,3,64,512,0.01,0.0001,,elbow,exp,0.5,,,
cwite,COUNT875-1000,,,3,32,256,0.01,0.0001,,elbow,linear,0.5,,,
cwite,COUNT875-1000,,,3,64,512,0.001,1e-06,,elbow,exp,0.5,,,
cwite,COUNT875-1000,,,3,32,128,0.01,1e-06,,elbow,poly,0.5,,,
cwite,COUNT875-1000,,,3,32,512,0.01,1e-05,,elbow,exp,1.0,,,
cwite,COUNT875-1000,,,3,16,128,0.001,0.0001,,elbow,exp,0.5,,,
cwite,COUNT875-1000,,,3,64,1024,0.001,1e-05,,elbow,poly,0.5,,,
cwite,COUNT875-1000,,,3,16,128,0.001,1e-05,,elbow,exp,0.05,,,
cwite,COUNT875-1000,,,3,16,256,0.001,1e-06,,elbow,exp,0.5,,,
cwite,COUNT875-1000,,,3,32,256,0.01,0.0001,,elbow,poly,0.1,,,
cwite,COUNT875-1000,,,3,64,512,0.01,0.0001,,elbow,exp,0.5,,,
cwite,COUNT875-1000,,,3,32,512,0.001,1e-06,,elbow,exp,0.1,,,
cwite,COUNT875-1000,,,3,16,128,0.001,1e-06,,elbow,poly,0.05,,,
cwite,COUNT875-1000,,,3,32,256,0.001,0.0001,,elbow,exp,0.1,,,
cwite,COUNT875-1000,,,3,16,1024,0.01,1e-06,,elbow,exp,0.01,,,
cwite,COUNT875-1000,,,3,64,256,0.01,1e-05,,elbow,poly,0.05,,,
cwite,COUNT875-1000,,,3,16,1024,0.01,1e-05,,elbow,exp,0.05,,,
cwite,COUNT875-1000,,,3,16,512,0.01,1e-06,,elbow,exp,0.1,,,
cwite,COUNT875-1000,,,3,64,512,0.001,0.0001,,elbow,poly,0.1,,,
cwite,COUNT875-1000,,,3,64,256,0.001,1e-05,,elbow,poly,0.5,,,
cwite,COUNT875-1000,,,3,32,256,0.001,1e-06,,elbow,exp,1.0,,,
cwite,COUNT875-1000,,,3,16,256,0.001,0.0001,,elbow,poly,0.01,,,
cwite,COUNT875-1000,,,3,16,256,0.01,1e-06,,elbow,exp,0.5,,,
cwite,COUNT875-1000,,,3,64,1024,0.001,1e-06,,elbow,exp,0.1,,,
cwite,COUNT875-1000,,,3,64,128,0.01,0.0001,,elbow,poly,0.05,,,
cwite,COUNT875-1000,,,3,32,512,0.01,1e-06,,elbow,exp,0.5,,,
cwite,COUNT875-1000,,,3,64,128,0.001,1e-06,,elbow,exp,0.05,,,
cwite,COUNT875-1000,,,3,64,512,0.001,0.0001,,elbow,exp,0.1,,,
cwite,COUNT875-1000,,,3,32,512,0.01,1e-06,,elbow,exp,0.1,,,
cwite,COUNT875-1000,,,3,32,512,0.01,1e-06,,elbow,exp,0.05,,,
cwite,COUNT875-1000,,,3,64,512,0.001,0.0001,,elbow,exp,0.1,,,
cwite,COUNT875-1000,,,3,64,256,0.01,1e-06,,elbow,exp,1.0,,,
cwite,COUNT875-1000,,,3,64,512,0.001,1e-06,,elbow,exp,1.0,,,
cwite,COUNT875-1000,,,3,16,128,0.001,1e-05,,elbow,exp,0.05,,,
cwite,COUNT875-1000,,,3,64,512,0.001,1e-06,,elbow,exp,0.5,,,
cwite,COUNT875-1000,,,3,16,128,0.01,0.0001,,elbow,linear,0.1,,,
cwite,COUNT875-1000,,,3,64,128,0.001,1e-06,,elbow,exp,0.05,,,
cwite,COUNT875-1000,,,3,64,1024,0.001,1e-05,,elbow,exp,0.05,,,
cwite,COUNT875-1000,,,3,64,1024,0.001,1e-05,,elbow,exp,0.5,,,
cwite,COUNT875-1000,,,3,32,512,0.01,1e-05,,elbow,exp,1.0,,,
cwite,COUNT875-1000,,,3,16,128,0.001,1e-05,,elbow,poly,0.05,,,
cwite,COUNT875-1000,,,3,32,1024,0.001,1e-05,,elbow,exp,0.05,,,
cwite,COUNT875-1000,,,3,64,256,0.001,1e-05,,elbow,exp,1.0,,,
cwite,COUNT875-1000,,,3,32,512,0.01,1e-05,,elbow,exp,0.01,,,
cwite,COUNT875-1000,,,3,64,256,0.001,1e-06,,elbow,exp,0.05,,,
cwite,COUNT875-1000,,,3,64,1024,0.01,1e-05,,elbow,poly,0.05,,,
cwite,COUNT875-1000,,,3,64,128,0.01,0.0001,,elbow,exp,0.5,,,
cwite,COUNT875-1000,,,3,32,128,0.001,0.0001,,elbow,exp,1.0,,,
cwite,COUNT875-1000,,,3,16,256,0.01,0.0001,,elbow,exp,0.01,,,
cwite,COUNT875-1000,,,3,64,128,0.001,1e-06,,elbow,exp,0.05,,,
cwite,COUNT875-1000,,,3,64,1024,0.001,1e-05,,elbow,linear,0.05,,,
cwite,COUNT875-1000,,,3,32,128,0.01,1e-06,,elbow,exp,1.0,,,
cwite,COUNT875-1000,,,3,32,128,0.01,1e-06,,elbow,exp,1.0,,,
cwite,COUNT875-1000,,,3,64,256,0.01,1e-06,,elbow,exp,1.0,,,
cwite,COUNT875-1000,,,3,64,256,0.01,1e-06,,elbow,poly,0.1,,,
cwite,COUNT875-1000,,,3,16,512,0.01,0.0001,,elbow,exp,0.1,,,
cwite,COUNT875-1000,,,3,32,512,0.01,0.0001,,elbow,exp,0.5,,,
cwite,COUNT875-1000,,,3,16,512,0.01,1e-05,,elbow,exp,0.05,,,
cwite,COUNT875-1000,,,3,64,256,0.01,1e-05,,elbow,exp,0.1,,,
cwite,COUNT875-1000,,,3,16,512,0.001,1e-05,,elbow,exp,0.5,,,
cwite,COUNT875-1000,,,3,64,128,0.001,1e-05,,elbow,exp,0.05,,,
cwite,COUNT875-1000,,,3,16,256,0.01,1e-05,,elbow,exp,0.05,,,
cwite,COUNT875-1000,,,3,64,512,0.001,1e-05,,elbow,exp,0.1,,,
cwite,COUNT875-1000,,,3,32,128,0.01,0.0001,,elbow,exp,0.5,,,
cwite,COUNT875-1000,,,3,32,128,0.001,1e-05,,elbow,exp,0.05,,,
cwite,COUNT875-1000,,,3,16,512,0.01,0.0001,,elbow,exp,0.5,,,
cwite,COUNT875-1000,,,3,16,128,0.001,1e-06,,elbow,exp,0.1,,,
cwite,COUNT875-1000,,,3,32,128,0.001,0.0001,,elbow,exp,0.01,,,
cwite,COUNT875-1000,,,3,64,1024,0.01,1e-06,,elbow,poly,1.0,,,
cwite,COUNT875-1000,,,3,32,512,0.001,1e-05,,elbow,exp,0.5,,,
cwite,COUNT875-1000,,,3,32,512,0.01,0.0001,,elbow,poly,1.0,,,
cwite,COUNT875-1000,,,3,16,256,0.001,1e-06,,elbow,poly,0.1,,,
cwite,COUNT875-1000,,,3,32,128,0.001,0.0001,,elbow,exp,0.5,,,
ipcw,COUNT0-125,,,3,32,1024,0.001,1e-05,,,,,,,
ipcw,COUNT0-125,,,3,32,128,0.001,1e-06,,,,,,,
ipcw,COUNT0-125,,,3,32,128,0.01,0.0001,,,,,,,
ipcw,COUNT0-125,,,3,64,256,0.01,0.0001,,,,,,,
ipcw,COUNT0-125,,,3,16,512,0.01,0.0001,,,,,,,
ipcw,COUNT0-125,,,3,32,256,0.01,0.0001,,,,,,,
ipcw,COUNT0-125,,,3,32,128,0.001,1e-06,,,,,,,
ipcw,COUNT0-125,,,3,64,128,0.01,1e-06,,,,,,,
ipcw,COUNT0-125,,,3,64,1024,0.001,1e-05,,,,,,,
ipcw,COUNT0-125,,,3,32,512,0.01,0.0001,,,,,,,
ipcw,COUNT0-125,,,3,16,1024,0.01,0.0001,,,,,,,
ipcw,COUNT0-125,,,3,64,512,0.01,0.0001,,,,,,,
ipcw,COUNT0-125,,,3,32,512,0.001,1e-05,,,,,,,
ipcw,COUNT0-125,,,3,16,512,0.01,1e-05,,,,,,,
ipcw,COUNT0-125,,,3,16,128,0.001,0.0001,,,,,,,
ipcw,COUNT0-125,,,3,32,1024,0.01,1e-05,,,,,,,
ipcw,COUNT0-125,,,3,16,128,0.001,1e-05,,,,,,,
ipcw,COUNT0-125,,,3,32,512,0.001,1e-05,,,,,,,
ipcw,COUNT0-125,,,3,16,512,0.01,0.0001,,,,,,,
ipcw,COUNT0-125,,,3,64,256,0.01,1e-06,,,,,,,
ipcw,COUNT0-125,,,3,32,256,0.001,0.0001,,,,,,,
ipcw,COUNT0-125,,,3,32,256,0.001,1e-05,,,,,,,
ipcw,COUNT0-125,,,3,64,512,0.01,0.0001,,,,,,,
ipcw,COUNT0-125,,,3,16,1024,0.01,1e-05,,,,,,,
ipcw,COUNT0-125,,,3,32,256,0.01,1e-05,,,,,,,
ipcw,COUNT0-125,,,3,32,1024,0.001,0.0001,,,,,,,
ipcw,COUNT0-125,,,3,32,256,0.001,0.0001,,,,,,,
ipcw,COUNT0-125,,,3,32,256,0.01,1e-05,,,,,,,
ipcw,COUNT0-125,,,3,16,512,0.01,0.0001,,,,,,,
ipcw,COUNT0-125,,,3,64,128,0.001,1e-05,,,,,,,
ipcw,COUNT0-125,,,3,64,1024,0.001,0.0001,,,,,,,
ipcw,COUNT0-125,,,3,32,256,0.001,1e-05,,,,,,,
ipcw,COUNT0-125,,,3,64,128,0.001,0.0001,,,,,,,
ipcw,COUNT0-125,,,3,32,256,0.01,0.0001,,,,,,,
ipcw,COUNT0-125,,,3,16,128,0.001,1e-05,,,,,,,
ipcw,COUNT0-125,,,3,16,512,0.001,1e-05,,,,,,,
ipcw,COUNT0-125,,,3,16,1024,0.001,1e-05,,,,,,,
ipcw,COUNT0-125,,,3,64,512,0.001,1e-05,,,,,,,
ipcw,COUNT0-125,,,3,64,256,0.001,1e-05,,,,,,,
ipcw,COUNT0-125,,,3,64,1024,0.001,1e-05,,,,,,,
ipcw,COUNT0-125,,,3,64,512,0.01,1e-05,,,,,,,
ipcw,COUNT0-125,,,3,64,1024,0.01,0.0001,,,,,,,
ipcw,COUNT0-125,,,3,64,128,0.01,1e-06,,,,,,,
ipcw,COUNT0-125,,,3,16,256,0.001,1e-05,,,,,,,
ipcw,COUNT0-125,,,3,64,512,0.001,0.0001,,,,,,,
ipcw,COUNT0-125,,,3,32,1024,0.001,1e-06,,,,,,,
ipcw,COUNT0-125,,,3,32,256,0.01,1e-05,,,,,,,
ipcw,COUNT0-125,,,3,32,128,0.001,0.0001,,,,,,,
ipcw,COUNT0-125,,,3,16,512,0.01,0.0001,,,,,,,
ipcw,COUNT0-125,,,3,64,128,0.001,1e-06,,,,,,,
ipcw,COUNT0-125,,,3,64,512,0.001,0.0001,,,,,,,
ipcw,COUNT0-125,,,3,64,1024,0.001,0.0001,,,,,,,
ipcw,COUNT0-125,,,3,64,512,0.01,1e-05,,,,,,,
ipcw,COUNT0-125,,,3,32,128,0.001,1e-06,,,,,,,
ipcw,COUNT0-125,,,3,16,128,0.001,1e-06,,,,,,,
ipcw,COUNT0-125,,,3,32,512,0.001,1e-06,,,,,,,
ipcw,COUNT0-125,,,3,16,128,0.01,0.0001,,,,,,,
ipcw,COUNT0-125,,,3,32,256,0.001,1e-06,,,,,,,
ipcw,COUNT0-125,,,3,32,256,0.01,1e-06,,,,,,,
ipcw,COUNT0-125,,,3,64,256,0.01,1e-06,,,,,,,
ipcw,COUNT0-125,,,3,16,128,0.001,0.0001,,,,,,,
ipcw,COUNT0-125,,,3,64,1024,0.001,0.0001,,,,,,,
ipcw,COUNT0-125,,,3,64,512,0.001,1e-05,,,,,,,
ipcw,COUNT0-125,,,3,16,512,0.01,0.0001,,,,,,,
ipcw,COUNT0-125,,,3,16,512,0.01,1e-06,,,,,,,
ipcw,COUNT0-125,,,3,32,128,0.001,1e-06,,,,,,,
ipcw,COUNT0-125,,,3,32,256,0.01,0.0001,,,,,,,
ipcw,COUNT0-125,,,3,16,1024,0.001,1e-06,,,,,,,
ipcw,COUNT0-125,,,3,64,256,0.01,0.0001,,,,,,,
ipcw,COUNT0-125,,,3,64,128,0.001,0.0001,,,,,,,
ipcw,COUNT0-125,,,3,16,128,0.001,0.0001,,,,,,,
ipcw,COUNT0-125,,,3,16,256,0.001,0.0001,,,,,,,
ipcw,COUNT0-125,,,3,32,128,0.001,1e-06,,,,,,,
ipcw,COUNT0-125,,,3,32,1024,0.01,1e-06,,,,,,,
ipcw,COUNT0-125,,,3,64,256,0.001,1e-06,,,,,,,
ipcw,COUNT0-125,,,3,32,256,0.01,0.0001,,,,,,,
ipcw,COUNT0-125,,,3,64,256,0.001,1e-05,,,,,,,
ipcw,COUNT0-125,,,3,32,1024,0.01,1e-06,,,,,,,
ipcw,COUNT0-125,,,3,64,128,0.01,1e-05,,,,,,,
ipcw,COUNT0-125,,,3,32,512,0.01,1e-05,,,,,,,
ipcw,COUNT0-125,,,3,16,128,0.001,1e-05,,,,,,,
ipcw,COUNT0-125,,,3,64,256,0.01,1e-06,,,,,,,
ipcw,COUNT0-125,,,3,32,128,0.001,1e-06,,,,,,,
ipcw,COUNT0-125,,,3,32,256,0.001,0.0001,,,,,,,
ipcw,COUNT0-125,,,3,16,256,0.01,1e-05,,,,,,,
ipcw,COUNT0-125,,,3,16,512,0.001,0.0001,,,,,,,
ipcw,COUNT0-125,,,3,32,512,0.001,0.0001,,,,,,,
ipcw,COUNT0-125,,,3,32,128,0.01,1e-05,,,,,,,
ipcw,COUNT0-125,,,3,64,512,0.01,0.0001,,,,,,,
ipcw,COUNT0-125,,,3,64,256,0.001,0.0001,,,,,,,
ipcw,COUNT0-125,,,3,64,256,0.001,0.0001,,,,,,,
ipcw,COUNT0-125,,,3,32,512,0.01,1e-05,,,,,,,
ipcw,COUNT0-125,,,3,64,512,0.01,1e-05,,,,,,,
ipcw,COUNT0-125,,,3,16,1024,0.01,1e-05,,,,,,,
ipcw,COUNT0-125,,,3,64,128,0.001,0.0001,,,,,,,
ipcw,COUNT0-125,,,3,16,256,0.01,0.0001,,,,,,,
ipcw,COUNT0-125,,,3,16,128,0.01,1e-06,,,,,,,
ipcw,COUNT0-125,,,3,64,512,0.01,0.0001,,,,,,,
ipcw,COUNT0-125,,,3,64,128,0.001,0.0001,,,,,,,
ipcw,COUNT0-125,,,3,32,256,0.01,0.0001,,,,,,,
ipcw,COUNT0-125,,,3,32,128,0.001,1e-05,,,,,,,
ipcw,COUNT0-125,,,3,64,128,0.001,1e-06,,,,,,,
ipcw,COUNT0-125,,,3,64,256,0.001,1e-06,,,,,,,
ipcw,COUNT0-125,,,3,64,512,0.01,1e-05,,,,,,,
ipcw,COUNT0-125,,,3,64,1024,0.01,1e-06,,,,,,,
ipcw,COUNT0-125,,,3,32,128,0.001,1e-06,,,,,,,
ipcw,COUNT0-125,,,3,32,256,0.01,1e-06,,,,,,,
ipcw,COUNT0-125,,,3,32,128,0.01,0.0001,,,,,,,
ipcw,COUNT0-125,,,3,32,128,0.01,0.0001,,,,,,,
ipcw,COUNT0-125,,,3,16,256,0.01,1e-05,,,,,,,
ipcw,COUNT0-125,,,3,32,512,0.001,1e-05,,,,,,,
ipcw,COUNT0-125,,,3,32,128,0.001,0.0001,,,,,,,
ipcw,COUNT0-125,,,3,16,128,0.001,1e-05,,,,,,,
ipcw,COUNT0-125,,,3,32,512,0.001,0.0001,,,,,,,
ipcw,COUNT0-125,,,3,32,512,0.001,1e-05,,,,,,,
ipcw,COUNT0-125,,,3,32,128,0.001,1e-05,,,,,,,
ipcw,COUNT0-125,,,3,32,256,0.01,0.0001,,,,,,,
ipcw,COUNT0-125,,,3,16,512,0.01,1e-05,,,,,,,
ipcw,COUNT0-125,,,3,64,1024,0.001,0.0001,,,,,,,
ipcw,COUNT0-125,,,3,64,128,0.001,1e-06,,,,,,,
ipcw,COUNT0-125,,,3,32,512,0.001,0.0001,,,,,,,
ipcw,COUNT0-125,,,3,16,256,0.001,1e-05,,,,,,,
ipcw,COUNT0-125,,,3,16,1024,0.001,1e-05,,,,,,,
ipcw,COUNT0-125,,,3,32,1024,0.01,0.0001,,,,,,,
ipcw,COUNT0-125,,,3,16,128,0.01,1e-05,,,,,,,
